Timestamp;Map;PlayersNumber;TeamComposition;EnemyComposition;Duration;Victory;KillingBlows;Damage;Healing;Honor;RatingChange;MMR;EnemyMMR;Specialization;isRated
1615851979;1134;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Feral-Demisurge-GrimBatol,DRUID-Feral-Muuzarella-TarrenMill;61;true;0;89902;25349;0;11;1509;1514;Fire;true
1615851815;1825;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Shadow-Nekhro-TwistingNether,SHAMAN-Restoration-Elemâniac-Stormscale;99;false;0;76161;42565;0;-13;1534;1542;Fire;true
1615851624;617;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;MAGE-Fire-Асколакх-СвежевательДуш,ROGUE-Subtlety-Nerzuldare-Archimonde;131;true;1;173598;54990;0;10;1510;1498;Fire;true
1615851368;617;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Balance-Sadiâ-Archimonde,PALADIN-Retribution-Tøtox-Archimonde;239;true;2;259797;112093;0;10;1484;1482;Fire;true
1615851049;617;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;MAGE-Fire-Ogmagetonks-Ravencrest,ROGUE-Subtlety-Ahsén-Antonidas;82;false;0;66682;31439;0;-13;1510;1513;Fire;true
1615850867;1505;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Holy-Xblanque-Kazzak,WARRIOR-Arms-Nooskie-Kazzak;52;false;0;69297;12997;0;-13;1536;1536;Fire;true
1615833393;617;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Restoration-Theobald-Sargeras,SHAMAN-Elemental-Joramund-Sargeras;326;false;0;156679;119568;0;-12;1614;1609;Fire;true
1615832973;1552;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PALADIN-Holy-Cowsly-Blackhand,SHAMAN-Elemental-Blunna-Blackhand;156;false;0;71204;102433;0;-11;1640;1641;Fire;true
1615832741;1911;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DEMONHUNTER-Havoc-Râtzfatz-Proudmoore,PALADIN-Holy-Fyora-Outland;55;false;0;101866;14660;0;-11;1667;1665;Fire;true
1615832602;1672;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PALADIN-Holy-Popoinc-Ravencrest,WARRIOR-Arms-Wancuz-Outland;152;true;0;82388;116453;0;13;1642;1636;Fire;true
1615832368;2167;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;HUNTER-Survival-Erasmorc-TarrenMill,PRIEST-Discipline-Lawland-TarrenMill;129;false;0;117290;74382;0;-11;1668;1664;Fire;true
1615831859;1505;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Discipline-Pøpà-Archimonde,WARLOCK-Affliction-Sartharia-Outland;38;true;0;51772;20347;0;13;1642;1642;Fire;true
1615831727;1552;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;MAGE-Fire-Lavigné-Draenor,ROGUE-Subtlety-Blind-Blutkessel;60;true;1;69349;22245;0;13;1616;1615;Fire;true
1615831575;572;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Balance-Chilena-Archimonde,SHAMAN-Enhancement-Michmich-Eldre'Thalas;55;false;0;59188;16800;0;-11;1643;1639;Fire;true
1615831427;572;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DEMONHUNTER-Havoc-Twolis-Kazzak,PALADIN-Holy-Wasimara-Zul'jin;76;true;1;110203;4751;0;13;1617;1616;Fire;true
1615831270;572;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Holy-Teitepriest-Ravencrest,WARLOCK-Affliction-Lockberg-Stormrage;98;true;2;92132;48840;0;12;1591;1593;Fire;true
1615830975;1504;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;SHAMAN-Restoration-Gards-Sylvanas,WARRIOR-Arms-Yeahq-Sylvanas;40;true;2;39411;10782;0;12;1564;1564;Fire;true
1615825578;1504;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;MONK-Windwalker-Faxxax-Ravencrest,PALADIN-Holy-Axpecta-Draenor;74;false;0;53030;54736;0;-11;1618;1612;Fire;true
1615825408;1552;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;MONK-Windwalker-Hulkéen-TwistingNether,PALADIN-Holy-Rugga-Stormreaver;137;true;1;172655;104197;0;12;1591;1592;Fire;true
1615825173;1505;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;MAGE-Fire-Boringlife-Quel'Thalas,ROGUE-Subtlety-Nexzz-Neptulon;43;false;0;65510;33192;0;-11;1617;1618;Fire;true
1615825044;572;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Discipline-Селиора-Ревущийфьорд,WARRIOR-Arms-Бернт-Ревущийфьорд;96;false;0;71991;14632;0;-11;1644;1640;Fire;true
1615824871;2167;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PALADIN-Holy-Lanadelgay-Kazzak,WARRIOR-Arms-Orccan-Kazzak;189;true;1;135607;127921;0;13;1619;1614;Fire;true
1615824599;1825;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DEMONHUNTER-Havoc-Virneiros-Hyjal,PALADIN-Holy-Glówien-Hyjal;190;true;0;166562;93094;0;12;1593;1592;Fire;true
1615824324;1672;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Discipline-Fallensmart-Blackrock,WARRIOR-Arms-Mióu-Blackrock;49;false;0;58600;40466;0;-11;1619;1619;Fire;true
1615824198;980;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DEMONHUNTER-Havoc-Xristosanexd-TarrenMill,DRUID-Restoration-Erkerkerk-TwistingNether;200;false;0;172857;23977;0;-10;1645;1644;Fire;true
1615823919;1505;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Restoration-Morfyn-Kazzak,HUNTER-Beast Mastery-Laithanor-Ragnaros;72;false;0;32190;49906;0;-10;1672;1668;Fire;true
1615823760;1504;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Holy-Shadowordave-Ravencrest,WARLOCK-Affliction-Cdog-Frostmane;36;true;0;77111;2727;0;14;1645;1649;Fire;true
1615823634;1134;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;MONK-Windwalker-Jonzyx-Kazzak,PRIEST-Discipline-Kitchenchair-Kazzak;70;false;0;65220;49844;0;-10;1671;1676;Fire;true
1615823436;1911;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Restoration-Данзёё-СвежевательДуш,PRIEST-Shadow-Priesttitty-Blackmoore;44;true;1;53398;1473;0;14;1644;1647;Fire;true
1615823307;1672;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DEATHKNIGHT-Frost-Нефрариан-Гордунни,PALADIN-Holy-Манифестыч-Гордунни;180;false;0;210761;82340;0;-10;1669;1674;Fire;true
1615823020;2167;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DEATHKNIGHT-Frost-Guarrôna-Sanguino,PALADIN-Retribution-Nenï-Stormscale;41;false;0;59502;30473;0;-9;1696;1695;Fire;true
1615822508;1134;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;MONK-Windwalker-Samadhi-Ravencrest,PRIEST-Discipline-Héxter-Frostmane;52;true;1;79763;16421;0;14;1670;1666;Fire;true
1615822338;1825;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PALADIN-Holy-Metatroon-Stormscale,PRIEST-Shadow-Sezíor-Draenor;121;false;0;125661;30692;0;-9;1697;1693;Fire;true
1615821822;2167;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PALADIN-Holy-Satsuma-Bronzebeard,WARRIOR-Arms-Udze-GrimBatol;30;true;0;57215;4362;0;15;1671;1669;Fire;true
1615821708;1672;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Restoration-Rekhes-Sanguino,PRIEST-Shadow-Shaiin-Sanguino;114;true;1;85109;22176;0;14;1646;1640;Fire;true
1615821236;2167;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Discipline-Tigerwøøds-Ravencrest,ROGUE-Subtlety-Dreamfieldz-Lightbringer;79;true;1;95287;15711;0;14;1645;1644;Fire;true
1615821081;1134;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;SHAMAN-Restoration-Shamdae-Hyjal,WARRIOR-Arms-Banewar-Kazzak;94;true;1;93739;27534;0;14;1619;1621;Fire;true
1615820909;1505;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Shadow-Xiaofung-Blackmoore,ROGUE-Subtlety-Phyrexiana-Blackmoore;95;true;1;82857;14993;0;14;1592;1599;Fire;true
1615820720;980;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Discipline-Horblod-ShatteredHand,WARLOCK-Affliction-Nonesens-Kazzak;31;true;0;75071;7819;0;13;1565;1566;Fire;true
1615820610;1552;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Feral-Memnos-Jaedenar,HUNTER-Beast Mastery-Ipabog-Jaedenar;27;true;0;53406;14073;0;13;1539;1543;Fire;true
1615820493;980;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Balance-Gorewood-ArgentDawn,DRUID-Restoration-Whistleblow-Silvermoon;342;false;0;255479;114559;0;-11;1565;1563;Fire;true
1615820070;980;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PALADIN-Protection-Диминишер-СвежевательДуш,WARRIOR-Arms-Лионион-СвежевательДуш;34;true;0;42844;18003;0;13;1537;1546;Fire;true
1615819955;572;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;SHAMAN-Restoration-Смоклол-СвежевательДуш,WARRIOR-Arms-Sajan-Twilight'sHammer;66;true;1;69074;2950;0;12;1511;1513;Fire;true
1615819805;1504;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DEMONHUNTER-Havoc-Virneiros-Hyjal,PALADIN-Holy-Glówien-Hyjal;182;true;1;197639;52092;0;12;1485;1486;Fire;true
1615819526;1504;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Restoration-Исмем-Ревущийфьорд,ROGUE-Assassination-Акролох-ЧерныйШрам;104;false;0;84468;71299;0;-12;1510;1515;Fire;true
1615819309;2167;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Restoration-Engangsgrill-Stormscale,SHAMAN-Elemental-Fæckon-Stormscale;334;false;0;153175;141472;0;-11;1536;1535;Fire;true
1615818897;980;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;SHAMAN-Restoration-Ùlvar-DefiasBrotherhood,WARRIOR-Arms-Zandra-ScarshieldLegion;173;true;0;134491;75326;0;12;1510;1511;Fire;true
1615818620;2167;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Discipline-Luumie-Blackhand,SHAMAN-Elemental-Ezrasian-Ragnaros;74;true;0;110923;16294;0;12;1483;1487;Fire;true
1615818454;572;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PALADIN-Holy-Qaetus-Ragnaros,WARRIOR-Arms-Kuchea-Ragnaros;95;true;0;107854;29229;0;11;1457;1457;Fire;true
1615818251;1911;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PRIEST-Discipline-Ochiùfort-Nemesis,SHAMAN-Enhancement-Rehgaar-BurningLegion;101;false;0;65388;41755;0;-12;1484;1483;Fire;true
1615818067;1504;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DRUID-Balance-Gesshoku-Ragnaros,PALADIN-Holy-Sausagelife-Ragnaros;87;true;1;104860;51058;0;11;1457;1459;Fire;true
1615817686;617;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PALADIN-Retribution-Azuriite-TwistingNether,SHAMAN-Restoration-Azariasz-TwistingNether;76;true;1;90770;34022;0;11;1458;1453;Fire;true
1615817515;2373;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;PALADIN-Retribution-Дэвоун-ВечнаяПесня,SHAMAN-Enhancement-Shamarach-Sylvanas;58;true;0;18318;39142;0;11;1432;1428;Fire;true
1615805644;617;4;DRUID-Balance-Soraïmk,MAGE-Fire-Elinwe;DEMONHUNTER-Havoc-Хотэш-Гордунни,SHAMAN-Restoration-Тотемвпуть-Гордунни;53;false;0;13427;2517;0;-13;1458;1460;Fire;true
